ID DEPATAMENTO,DEPARTAMENTO,ID MUNICIPIO,MUNICIPIO,CODIGO_LOCALIDAD,LOCALIDAD,ANO SERVICIO,MES SERVICIO,ENERGIA ACTIVA,ENERGIA REACTIVA,POTENCIA MAXIMA,DEMANDA MAXIMA,PROMEDIO DIARIO EN HORAS
85,CASANARE,85430,TRINIDAD,85430001,BOCAS DEL PAUTO,2020,12,13243,767291,12006,Sabado,622
97,VAUPES,97161,CARURU,97161000,CARURA,2020,12,19430,560606,7251,Lunes,1222
99,VICHADA,99001,PUERTO CARREAO,99001002,CASUARITO,2020,12,30719,1127372,10507,Viernes,1148
19,CAUCA,19809,TIMBIQUI,19809014,CHACAN,2020,12,4584,109184,2738,Jueves,659
19,CAUCA,19809,TIMBIQUI,19809003,COTEJE,2020,12,7629,434267,3236,Sabado,97
99,VICHADA,99773,CUMARIBO,99773000,CUMARIBO,2020,12,302059,13224134,60016,Miercoles,2351
19,CAUCA,19418,LOPEZ MICAY,19418011,DOS QUEBRADAS,2020,12,7196,245776,3597,Jueves,819
18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,18753002,GUACAMAYAS,2020,12,13318,55646,4397,Jueves,1835
18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,18753015,GUAYABAL,2020,12,6343,364767,3717,Jueves,73
94,GUAINIA,94001,INIRIDA,94001000,INARIDA,2020,12,1576160,52898032,294976,Jueves,24
19,CAUCA,19418,LOPEZ MICAY,19418038,ISLA DE GALLO,2020,12,4586,145627,2864,Jueves,641
13,BOLIVAR,13001,CARTAGENA,13001007,ISLA FUERTE CARTAGENA,2020,12,18180,949961,13369,Jueves,538
19,CAUCA,19418,LOPEZ MICAY,19418007,LA CONCHA,2020,12,3448,566,1752,Jueves,85
99,VICHADA,99524,LA PRIMAVERA,99524000,LA PRIMAVERA,2020,12,337755,15504739,70524,Lunes,24
91,AMAZONAS,91001,LETICIA,91001000,LETICIA,2020,12,373762,1187570,708312,Miercoles,24
19,CAUCA,19318,GUAPI,19318008,LIMONES GUAPI,2020,12,11455,280901,5437,Jueves,838
50,META,50325,MAPIRIPAN,50325000,MAPIRIPAÅN,2020,12,150460,6289943,29832,Viernes,2346
95,GUAVIARE,95200,MIRAFLORES,95200000,MIRAFLORES,2020,12,85279,3068736,19448,Lunes,1919
97,VAUPES,97001,MITU,97001000,MITA,2020,12,1269524,39051389,262878,Lunes,24
44,LA GUAJIRA,44847,URIBIA,44847012,NAZARETH URIBIA,2020,12,31022,1482778,20952,Martes,729
19,CAUCA,19418,LOPEZ MICAY,19418009,NOANAMITO LAPEZ,2020,12,7545,2498,40,Miercoles,758
47,MAGDALENA,47189,CIENAGA,47189018,PALMOR CIANAGA,2020,12,90408,3523862,19488,Domingo,232
86,PUTUMAYO,86573,PUERTO LEGUIZAMO,86573009,PIAUAO NEGRO,2020,12,4154,23864,288,Jueves,622
18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,18753009,PUERTO BETANIA,2020,12,5697,220488,4156,Jueves,548
99,VICHADA,99001,PUERTO CARREAO,99001000,PUERTO CARRENO,2020,12,2416764,77707586,421608,Miercoles,24
86,PUTUMAYO,86573,PUERTO LEGUIZAMO,86573000,PUERTO LEGUIZAMO,2020,12,892529,31280353,189253,Lunes,2343
76,VALLE DEL CAUCA,76109,BUENAVENTURA,76109028,PUERTO MERIZALDE,2020,12,48844,1649278,28846,Domingo,715
91,AMAZONAS,91540,PUERTO NARIAO,91540000,PUERTO NARIO,2020,12,103055,3763012,21085,Jueves,2358
19,CAUCA,19809,TIMBIQUI,19809023,PUERTO SAIJA,2020,12,33577,1170255,16333,Jueves,75
18,CAQUETA,18150,CARTAGENA DEL CHAIRA,18150001,REMOLINO DEL CAGUAN,2020,12,16816,799948,8738,Jueves,817
19,CAUCA,19418,LOPEZ MICAY,19418012,SAN ANTONIO DE CHUARE,2020,12,10021,3301,6054,Jueves,742
19,CAUCA,19318,GUAPI,19318013,SAN ANTONIO DE GUAJUI,2020,12,12143,2952,6463,Miercoles,745
5,ANTIOQUIA,5873,VIGIA DEL FUERTE,5873001,SAN ANTONIO DE PADUA,2020,12,4556,172951,3475,Jueves,534
76,VALLE DEL CAUCA,76109,BUENAVENTURA,76109032,SAN FRANCISCO DE NAYA,2020,12,5242,266787,344,Jueves,614
19,CAUCA,19809,TIMBIQUI,19809007,SAN JOSE,2020,12,8763,512632,4447,Jueves,732
18,CAQUETA,18150,CARTAGENA DEL CHAIRA,18150002,SANTA FE DEL CAGUAN,2020,12,4298,239239,4296,Jueves,411
19,CAUCA,19809,TIMBIQUI,19809008,SANTA MARIA,2020,12,17433,683376,7853,Miercoles,941
99,VICHADA,99624,SANTA ROSALIA,99624000,SANTA ROSALIA,2020,12,134784,665049,32539,Miercoles,171
97,VAUPES,97666,TARAIRA,97666000,TARAIRA,2020,12,29185,963151,11537,Miercoles,1027
91,AMAZONAS,91798,TARAPACA,91798000,TARAPACA,2020,12,23543,987891,9312,Jueves,1022
5,ANTIOQUIA,5873,VIGIA DEL FUERTE,5873002,VEGAEZ VIGIA,2020,12,5286,54734,4694,Miercoles,647
5,ANTIOQUIA,5873,VIGIA DEL FUERTE,5873000,VIGAçA DEL FUERTE,2020,12,105787,3910113,29638,Lunes,131
19,CAUCA,19418,LOPEZ MICAY,19418019,ZARAGOZA LOPEZ,2020,12,11750,541821,5008,Jueves,941
94,GUAINIA,94343,BARRANCO MINAS,94343000,BARRANCO MINAS,2021,1,44355,1601666,18789,Viernes,957
85,CASANARE,85430,TRINIDAD,85430001,BOCAS DEL PAUTO,2021,1,13538,789245,11821,Viernes,627
97,VAUPES,97161,CARURU,97161000,CARURA,2021,1,17930,448675,6855,Sabado,128
99,VICHADA,99001,PUERTO CARREAO,99001002,CASUARITO,2021,1,30259,112537,10842,Martes,1143
19,CAUCA,19809,TIMBIQUI,19809014,CHACAN,2021,1,3467,66973,2907,Martes,512
19,CAUCA,19809,TIMBIQUI,19809010,COMUNIDAD DE CHETE,2021,1,3741,1187,3974,Miercoles,338
19,CAUCA,19809,TIMBIQUI,19809003,COTEJE,2021,1,5044,280738,3972,Miercoles,548
99,VICHADA,99773,CUMARIBO,99773000,CUMARIBO,2021,1,264538,11693022,6094,Miercoles,2024
18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,18753002,GUACAMAYAS,2021,1,11816,509868,4258,Sabado,178
18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,18753015,GUAYABAL,2021,1,6489,379733,3675,Sabado,721
94,GUAINIA,94001,INIRIDA,94001000,INARIDA,2021,1,1591355,53934914,304128,Lunes,24
19,CAUCA,19418,LOPEZ MICAY,19418038,ISLA DE GALLO,2021,1,4463,141258,2797,Martes,73
13,BOLIVAR,13001,CARTAGENA,13001007,ISLA FUERTE CARTAGENA,2021,1,18181,962326,13527,Viernes,532
19,CAUCA,19418,LOPEZ MICAY,19418007,LA CONCHA,2021,1,2638,440,1628,Sabado,649
99,VICHADA,99524,LA PRIMAVERA,99524000,LA PRIMAVERA,2021,1,345619,16978965,65871,Martes,24
91,AMAZONAS,91001,LETICIA,91001000,LETICIA,2021,1,3537404,1119184,666981,Lunes,24
19,CAUCA,19318,GUAPI,19318008,LIMONES GUAPI,2021,1,9676,265817,4783,Viernes,845
19,CAUCA,19809,TIMBIQUI,19809026,LOS BRAZOS,2021,1,8283,158629,4567,Sabado,651
50,META,50325,MAPIRIPAN,50325000,MAPIRIPAÅN,2021,1,143821,6194474,28336,Domingo,2344
95,GUAVIARE,95200,MIRAFLORES,95200000,MIRAFLORES,2021,1,77890,286858,187,Jueves,1915
97,VAUPES,97001,MITU,97001000,MITA,2021,1,1221131,38307095,253152,Martes,2359
44,LA GUAJIRA,44847,URIBIA,44847012,NAZARETH URIBIA,2021,1,27520,1233144,22128,Jueves,539
19,CAUCA,19418,LOPEZ MICAY,19418009,NOANAMITO LAPEZ,2021,1,7676,2490,36,Domingo,823
47,MAGDALENA,47189,CIENAGA,47189018,PALMOR CIANAGA,2021,1,102284,4081109,19667,Sabado,2313
86,PUTUMAYO,86573,PUERTO LEGUIZAMO,86573009,PIAUAO NEGRO,2021,1,3927,2368,288,Sabado,617
18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,18753009,PUERTO BETANIA,2021,1,5280,207614,4088,Sabado,531
99,VICHADA,99001,PUERTO CARREAO,99001000,PUERTO CARRENO,2021,1,2297999,73903874,410432,Martes,24
76,VALLE DEL CAUCA,76109,BUENAVENTURA,76109028,PUERTO MERIZALDE,2021,1,47594,1718354,2779,Viernes,655
91,AMAZONAS,91540,PUERTO NARIAO,91540000,PUERTO NARIO,2021,1,101522,3639834,20117,Jueves,24
19,CAUCA,19809,TIMBIQUI,19809023,PUERTO SAIJA,2021,1,30699,1059942,16614,Domingo,78
18,CAQUETA,18150,CARTAGENA DEL CHAIRA,18150001,REMOLINO DEL CAGUAN,2021,1,17000,823628,8497,Sabado,835
19,CAUCA,19418,LOPEZ MICAY,19418012,SAN ANTONIO DE CHUARE,2021,1,7386,239174,6141,Lunes,519
19,CAUCA,19318,GUAPI,19318013,SAN ANTONIO DE GUAJUI,2021,1,13686,2348,5781,Viernes,941
5,ANTIOQUIA,5873,VIGIA DEL FUERTE,5873001,SAN ANTONIO DE PADUA,2021,1,3729,142704,3181,Sabado,438
94,GUAINIA,94343,BARRANCO MINAS,94343000,BARRANCO MINAS,2021,2,44781,160495,18906,Lunes,1023
85,CASANARE,85430,TRINIDAD,85430001,BOCAS DEL PAUTO,2021,2,11090,633491,9914,Jueves,537
97,VAUPES,97161,CARURU,97161000,CARURA,2021,2,17881,416181,7674,Lunes,122
99,VICHADA,99001,PUERTO CARREAO,99001002,CASUARITO,2021,2,27824,1002316,11282,Lunes,119
19,CAUCA,19809,TIMBIQUI,19809014,CHACAN,2021,2,3046,55487,2769,Lunes,533
19,CAUCA,19809,TIMBIQUI,19809010,COMUNIDAD DE CHETE,2021,2,5235,170154,3987,Miercoles,532
19,CAUCA,19809,TIMBIQUI,19809003,COTEJE,2021,2,6039,347233,316,Lunes,752
99,VICHADA,99773,CUMARIBO,99773000,CUMARIBO,2021,2,272336,11490831,64108,Lunes,2021
18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,18753002,GUACAMAYAS,2021,2,11614,499182,3938,Sabado,1757
18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,18753015,GUAYABAL,2021,2,5869,324702,38,Domingo,713
94,GUAINIA,94001,INIRIDA,94001000,INARIDA,2021,2,1601127,5313385,325688,Viernes,24
19,CAUCA,19418,LOPEZ MICAY,19418038,ISLA DE GALLO,2021,2,3447,118579,2678,Viernes,547
13,BOLIVAR,13001,CARTAGENA,13001007,ISLA FUERTE CARTAGENA,2021,2,29571,1582082,1435,Viernes,935
19,CAUCA,19418,LOPEZ MICAY,19418007,LA CONCHA,2021,2,2305,429,1384,Martes,717
99,VICHADA,99524,LA PRIMAVERA,99524000,LA PRIMAVERA,2021,2,330690,14945533,71586,Lunes,2357
91,AMAZONAS,91001,LETICIA,91001000,LETICIA,2021,2,3172477,978658,66091,Lunes,24
19,CAUCA,19318,GUAPI,19318008,LIMONES GUAPI,2021,2,6659,230776,7278,Viernes,75
19,CAUCA,19809,TIMBIQUI,19809026,LOS BRAZOS,2021,2,7800,147733,4615,Viernes,658
50,META,50325,MAPIRIPAN,50325000,MAPIRIPAÅN,2021,2,140160,5941133,31108,Miercoles,2336
95,GUAVIARE,95200,MIRAFLORES,95200000,MIRAFLORES,2021,2,74114,268961,19316,Miercoles,1919
97,VAUPES,97001,MITU,97001000,MITA,2021,2,1206776,36105527,278536,Miercoles,2357
44,LA GUAJIRA,44847,URIBIA,44847012,NAZARETH URIBIA,2021,2,23115,959013,23592,Lunes,52
19,CAUCA,19418,LOPEZ MICAY,19418009,NOANAMITO LAPEZ,2021,2,7259,2239,40,Domingo,816
47,MAGDALENA,47189,CIENAGA,47189018,PALMOR CIANAGA,2021,2,85800,3236952,18445,Martes,2243
86,PUTUMAYO,86573,PUERTO LEGUIZAMO,86573009,PIAUAO NEGRO,2021,2,3993,24712,288,Domingo,658
18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,18753009,PUERTO BETANIA,2021,2,4956,198855,4512,Sabado,535
99,VICHADA,99001,PUERTO CARREAO,99001000,PUERTO CARRENO,2021,2,2302204,71659104,442376,Miercoles,24
86,PUTUMAYO,86573,PUERTO LEGUIZAMO,86573000,PUERTO LEGUIZAMO,2021,2,760599,24085588,160178,Miercoles,24
76,VALLE DEL CAUCA,76109,BUENAVENTURA,76109028,PUERTO MERIZALDE,2021,2,33130,1198934,27861,Jueves,525
91,AMAZONAS,91540,PUERTO NARIAO,91540000,PUERTO NARIO,2021,2,91382,3166654,20152,Miercoles,2358
19,CAUCA,19809,TIMBIQUI,19809023,PUERTO SAIJA,2021,2,28890,991399,18638,Viernes,633
18,CAQUETA,18150,CARTAGENA DEL CHAIRA,18150001,REMOLINO DEL CAGUAN,2021,2,14088,669666,8605,Sabado,88
19,CAUCA,19418,LOPEZ MICAY,19418012,SAN ANTONIO DE CHUARE,2021,2,5532,178763,617,Sabado,41
19,CAUCA,19318,GUAPI,19318013,SAN ANTONIO DE GUAJUI,2021,2,11318,2208,5177,Miercoles,921
5,ANTIOQUIA,5873,VIGIA DEL FUERTE,5873001,SAN ANTONIO DE PADUA,2021,2,4452,166315,3434,Viernes,542
76,VALLE DEL CAUCA,76109,BUENAVENTURA,76109032,SAN FRANCISCO DE NAYA,2021,2,4910,234912,3229,Jueves,719
19,CAUCA,19809,TIMBIQUI,19809007,SAN JOSE,2021,2,6728,417927,4363,Lunes,619
13,BOLIVAR,13001,CARTAGENA,13001901,SANTA CRUZ DEL ISLOTE,2021,2,15750,302181,449,Jueves,1729
19,CAUCA,19809,TIMBIQUI,19809008,SANTA MARIA,2021,2,14810,620416,7366,Martes,913
99,VICHADA,99624,SANTA ROSALIA,99624000,SANTA ROSALIA,2021,2,121585,5869732,33562,Domingo,1631
97,VAUPES,97666,TARAIRA,97666000,TARAIRA,2021,2,15608,481752,10842,Jueves,623
91,AMAZONAS,91798,TARAPACA,91798000,TARAPACA,2021,2,19676,885607,8048,Martes,1017
5,ANTIOQUIA,5873,VIGIA DEL FUERTE,5873002,VEGAEZ VIGIA,2021,2,4809,57785,4448,Miercoles,657
5,ANTIOQUIA,5873,VIGIA DEL FUERTE,5873000,VIGAçA DEL FUERTE,2021,2,103190,4145627,29885,Lunes,1414
19,CAUCA,19418,LOPEZ MICAY,19418019,ZARAGOZA LOPEZ,2021,2,10881,511704,4803,Viernes,957
94,GUAINIA,94343,BARRANCO MINAS,94343000,BARRANCO MINAS,2021,3,52973,1916171,18922,Sabado,1145
85,CASANARE,85430,TRINIDAD,85430001,BOCAS DEL PAUTO,2021,3,12839,743786,9005,Jueves,62
97,VAUPES,97161,CARURU,97161000,CARURA,2021,3,19606,503851,7445,Martes,1219
99,VICHADA,99001,PUERTO CARREAO,99001002,CASUARITO,2021,3,30702,110788,10419,Miercoles,115
19,CAUCA,19809,TIMBIQUI,19809014,CHACAN,2021,3,382,75182,3226,Domingo,61
19,CAUCA,19809,TIMBIQUI,19809010,COMUNIDAD DE CHETE,2021,3,5795,192686,3946,Miercoles,543
19,CAUCA,19809,TIMBIQUI,19809003,COTEJE,2021,3,7011,391587,3484,Martes,755
99,VICHADA,99773,CUMARIBO,99773000,CUMARIBO,2021,3,308352,1361671,6402,Jueves,2338
18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,18753002,GUACAMAYAS,2021,3,12504,500157,3874,Sabado,1822
18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,18753015,GUAYABAL,2021,3,6425,343635,3742,Domingo,77
94,GUAINIA,94001,INIRIDA,94001000,INARIDA,2021,3,1657553,56324466,31108,Martes,2354
19,CAUCA,19418,LOPEZ MICAY,19418038,ISLA DE GALLO,2021,3,3916,135623,2634,Martes,559
13,BOLIVAR,13001,CARTAGENA,13001007,ISLA FUERTE CARTAGENA,2021,3,21916,1176723,16844,Miercoles,636
99,VICHADA,99524,LA PRIMAVERA,99524000,LA PRIMAVERA,2021,3,363668,16886192,78756,Jueves,2312
91,AMAZONAS,91001,LETICIA,91001000,LETICIA,2021,3,3461136,1073549,628187,Lunes,0
19,CAUCA,19318,GUAPI,19318008,LIMONES GUAPI,2021,3,8836,168589,3813,Lunes,931
19,CAUCA,19809,TIMBIQUI,19809026,LOS BRAZOS,2021,3,9598,179795,4829,Miercoles,729
50,META,50325,MAPIRIPAN,50325000,MAPIRIPAÅN,2021,3,152534,6349607,31328,Viernes,2348
95,GUAVIARE,95200,MIRAFLORES,95200000,MIRAFLORES,2021,3,82981,3003022,198,Jueves,1914
97,VAUPES,97001,MITU,97001000,MITA,2021,3,1270436,38221984,271727,Lunes,24
44,LA GUAJIRA,44847,URIBIA,44847012,NAZARETH URIBIA,2021,3,3136,1639077,22392,Martes,647
19,CAUCA,19418,LOPEZ MICAY,19418009,NOANAMITO LAPEZ,2021,3,8108,2579,36,Miercoles,827
47,MAGDALENA,47189,CIENAGA,47189018,PALMOR CIANAGA,2021,3,92616,3263184,16486,Miercoles,2337
86,PUTUMAYO,86573,PUERTO LEGUIZAMO,86573009,PIAUAO NEGRO,2021,3,4475,25096,288,Sabado,72
18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,18753009,PUERTO BETANIA,2021,3,5384,214312,4424,Sabado,52
99,VICHADA,99001,PUERTO CARREAO,99001000,PUERTO CARRENO,2021,3,2573686,81189372,450648,Lunes,24
76,VALLE DEL CAUCA,76109,BUENAVENTURA,76109028,PUERTO MERIZALDE,2021,3,5612,2123484,29498,Miercoles,738
91,AMAZONAS,91540,PUERTO NARIAO,91540000,PUERTO NARIO,2021,3,10325,3633621,19958,Martes,24
19,CAUCA,19809,TIMBIQUI,19809023,PUERTO SAIJA,2021,3,29928,1030555,19624,Jueves,627
18,CAQUETA,18150,CARTAGENA DEL CHAIRA,18150001,REMOLINO DEL CAGUAN,2021,3,15434,737839,8039,Sabado,811
19,CAUCA,19418,LOPEZ MICAY,19418012,SAN ANTONIO DE CHUARE,2021,3,7596,256873,6048,Viernes,514
19,CAUCA,19318,GUAPI,19318013,SAN ANTONIO DE GUAJUI,2021,3,12101,2962,5304,Martes,915
5,ANTIOQUIA,5873,VIGIA DEL FUERTE,5873001,SAN ANTONIO DE PADUA,2021,3,5629,197316,3744,Sabado,61
76,VALLE DEL CAUCA,76109,BUENAVENTURA,76109032,SAN FRANCISCO DE NAYA,2021,3,6065,259673,2816,Sabado,827
19,CAUCA,19809,TIMBIQUI,19809007,SAN JOSE,2021,3,8306,525981,4558,Miercoles,723
13,BOLIVAR,13001,CARTAGENA,13001901,SANTA CRUZ DEL ISLOTE,2021,3,16798,585722,5018,Martes,164
19,CAUCA,19809,TIMBIQUI,19809008,SANTA MARIA,2021,3,16936,693195,7795,Miercoles,921
99,VICHADA,99624,SANTA ROSALIA,99624000,SANTA ROSALIA,2021,3,132848,6627365,34171,Jueves,1619
91,AMAZONAS,91798,TARAPACA,91798000,TARAPACA,2021,3,20806,903125,7582,Lunes,1016
5,ANTIOQUIA,5873,VIGIA DEL FUERTE,5873002,VEGAEZ VIGIA,2021,3,5046,56137,409,Miercoles,7
5,ANTIOQUIA,5873,VIGIA DEL FUERTE,5873000,VIGAçA DEL FUERTE,2021,3,102734,4444572,31082,Viernes,1236
19,CAUCA,19418,LOPEZ MICAY,19418019,ZARAGOZA LOPEZ,2021,3,12571,592853,6422,Martes,945
94,GUAINIA,94343,BARRANCO MINAS,94343000,BARRANCO MINAS,2021,4,57209,2004085,18872,Jueves,133
19,CAUCA,19418,LOPEZ MICAY,19418024,BETANIA NAYA LAPEZ,2021,4,6286,211868,2864,Lunes,85
19,CAUCA,19418,LOPEZ MICAY,19418033,BOCA GRANDE,2021,4,4639,1015,3328,Jueves,539
85,CASANARE,85430,TRINIDAD,85430001,BOCAS DEL PAUTO,2021,4,3573,211538,864,Viernes,144
97,VAUPES,97161,CARURU,97161000,CARURA,2021,4,20059,533905,7999,Jueves,1237
99,VICHADA,99001,PUERTO CARREAO,99001002,CASUARITO,2021,4,28829,1067484,11106,Jueves,113
19,CAUCA,19809,TIMBIQUI,19809014,CHACAN,2021,4,4119,98673,2808,Viernes,621
19,CAUCA,19809,TIMBIQUI,19809010,COMUNIDAD DE CHETE,2021,4,6299,219898,3722,Sabado,651
19,CAUCA,19809,TIMBIQUI,19809003,COTEJE,2021,4,7360,412463,35,Jueves,831
99,VICHADA,99773,CUMARIBO,99773000,CUMARIBO,2021,4,303736,13394601,68728,Viernes,2357
18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,18753002,GUACAMAYAS,2021,4,11863,501677,4106,Viernes,1732
18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,18753015,GUAYABAL,2021,4,5789,301946,368,Sabado,654
94,GUAINIA,94001,INIRIDA,94001000,INARIDA,2021,4,1551312,52198872,321816,Jueves,2357
19,CAUCA,19418,LOPEZ MICAY,19418038,ISLA DE GALLO,2021,4,4112,148229,2618,Sabado,642
13,BOLIVAR,13001,CARTAGENA,13001007,ISLA FUERTE CARTAGENA,2021,4,17858,951788,17726,Sabado,527
13,BOLIVAR,13001,CARTAGENA,13001037,ISLA MACURA,2021,4,6886,279423,2032,Viernes,153
99,VICHADA,99524,LA PRIMAVERA,99524000,LA PRIMAVERA,2021,4,335720,15656067,68936,Viernes,2322
91,AMAZONAS,91001,LETICIA,91001000,LETICIA,2021,4,3367001,1036987,668489,Jueves,0
19,CAUCA,19318,GUAPI,19318008,LIMONES GUAPI,2021,4,8156,321312,3708,Jueves,919
19,CAUCA,19809,TIMBIQUI,19809026,LOS BRAZOS,2021,4,8793,160846,492,Sabado,714
50,META,50325,MAPIRIPAN,50325000,MAPIRIPAÅN,2021,4,149555,6192098,32252,Viernes,2347
95,GUAVIARE,95200,MIRAFLORES,95200000,MIRAFLORES,2021,4,78950,2818871,18656,Miercoles,1915
97,VAUPES,97001,MITU,97001000,MITA,2021,4,927609,2806568,259039,Miercoles,2248
44,LA GUAJIRA,44847,URIBIA,44847012,NAZARETH URIBIA,2021,4,35845,1775455,23208,Lunes,756
19,CAUCA,19418,LOPEZ MICAY,19418009,NOANAMITO LAPEZ,2021,4,7568,2427,40,Viernes,81
47,MAGDALENA,47189,CIENAGA,47189018,PALMOR CIANAGA,2021,4,77550,2768002,16403,Jueves,2232
86,PUTUMAYO,86573,PUERTO LEGUIZAMO,86573009,PIAUAO NEGRO,2021,4,4159,2224,288,Sabado,657
18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,18753009,PUERTO BETANIA,2021,4,5149,202154,4552,Sabado,526
99,VICHADA,99001,PUERTO CARREAO,99001000,PUERTO CARRENO,2021,4,2401457,79493414,468512,Viernes,24
86,PUTUMAYO,86573,PUERTO LEGUIZAMO,86573000,PUERTO LEGUIZAMO,2021,4,733233,24125225,152583,Jueves,235
76,VALLE DEL CAUCA,76109,BUENAVENTURA,76109028,PUERTO MERIZALDE,2021,4,30937,1060136,28512,Viernes,439
91,AMAZONAS,91540,PUERTO NARIAO,91540000,PUERTO NARIO,2021,4,103983,3671021,21613,Lunes,24
19,CAUCA,19809,TIMBIQUI,19809023,PUERTO SAIJA,2021,4,27027,925346,18005,Jueves,68
18,CAQUETA,18150,CARTAGENA DEL CHAIRA,18150001,REMOLINO DEL CAGUAN,2021,4,15248,714132,8297,Sabado,813
19,CAUCA,19318,GUAPI,19318013,SAN ANTONIO DE GUAJUI,2021,4,11498,3048,4933,Sabado,935
76,VALLE DEL CAUCA,76109,BUENAVENTURA,76109032,SAN FRANCISCO DE NAYA,2021,4,5733,276904,288,Lunes,816
19,CAUCA,19418,LOPEZ MICAY,19418015,SAN ISIDRO LAPEZ,2021,4,915,326,634,Martes,66
19,CAUCA,19809,TIMBIQUI,19809007,SAN JOSE,2021,4,8109,511432,4534,Sabado,721
13,BOLIVAR,13001,CARTAGENA,13001901,SANTA CRUZ DEL ISLOTE,2021,4,13114,45184,4976,Viernes,1052
19,CAUCA,19809,TIMBIQUI,19809008,SANTA MARIA,2021,4,15984,652725,7738,Jueves,912
99,VICHADA,99624,SANTA ROSALIA,99624000,SANTA ROSALIA,2021,4,128741,4113716,36614,Sabado,1612
97,VAUPES,97666,TARAIRA,97666000,TARAIRA,2021,4,28140,876313,10551,Viernes,1117
91,AMAZONAS,91798,TARAPACA,91798000,TARAPACA,2021,4,22200,1020483,8464,Lunes,1017
5,ANTIOQUIA,5873,VIGIA DEL FUERTE,5873002,VEGAEZ VIGIA,2021,4,3320,16091,3549,Sabado,439
5,ANTIOQUIA,5873,VIGIA DEL FUERTE,5873000,VIGAçA DEL FUERTE,2021,4,93016,3817757,31398,Miercoles,1143
19,CAUCA,19418,LOPEZ MICAY,19418019,ZARAGOZA LOPEZ,2021,4,13407,58277,705,Sabado,932
94,GUAINIA,94343,BARRANCO MINAS,94343000,BARRANCO MINAS,2021,5,51807,1599268,16412,Viernes,1337
19,CAUCA,19418,LOPEZ MICAY,19418024,BETANIA NAYA LAPEZ,2021,5,6403,219747,2968,Lunes,847
19,CAUCA,19418,LOPEZ MICAY,19418033,BOCA GRANDE,2021,5,4509,98315,3056,Viernes,543
85,CASANARE,85430,TRINIDAD,85430001,BOCAS DEL PAUTO,2021,5,9060,52728,9056,Sabado,411
97,VAUPES,97161,CARURU,97161000,CARURA,2021,5,20423,526838,8677,Miercoles,1141
99,VICHADA,99001,PUERTO CARREAO,99001002,CASUARITO,2021,5,23418,849834,10982,Sabado,91
19,CAUCA,19809,TIMBIQUI,19809014,CHACAN,2021,5,4445,12979,3414,Sabado,624
19,CAUCA,19809,TIMBIQUI,19809010,COMUNIDAD DE CHETE,2021,5,4190,147127,3677,Viernes,427
19,CAUCA,19809,TIMBIQUI,19809003,COTEJE,2021,5,6930,404289,34,Jueves,745
99,VICHADA,99773,CUMARIBO,99773000,CUMARIBO,2021,5,299048,13019171,638,Viernes,2352
18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,18753002,GUACAMAYAS,2021,5,9170,344848,3761,Domingo,1622
18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,18753015,GUAYABAL,2021,5,5112,262659,3656,Domingo,551
94,GUAINIA,94001,INIRIDA,94001000,INARIDA,2021,5,1587220,52849786,299992,Viernes,24
19,CAUCA,19418,LOPEZ MICAY,19418038,ISLA DE GALLO,2021,5,4218,171462,2541,Viernes,71
13,BOLIVAR,13001,CARTAGENA,13001007,ISLA FUERTE CARTAGENA,2021,5,15612,837631,1425,Domingo,434
13,BOLIVAR,13001,CARTAGENA,13001037,ISLA MACURA,2021,5,6065,249996,2147,Viernes,1458
99,VICHADA,99524,LA PRIMAVERA,99524000,LA PRIMAVERA,2021,5,346303,16098248,68058,Miercoles,2347
91,AMAZONAS,91001,LETICIA,91001000,LETICIA,2021,5,3349573,1068525,664257,Viernes,24
19,CAUCA,19318,GUAPI,19318008,LIMONES GUAPI,2021,5,8690,352671,3614,Lunes,945
19,CAUCA,19809,TIMBIQUI,19809026,LOS BRAZOS,2021,5,4910,80502,4562,Jueves,46
50,META,50325,MAPIRIPAN,50325000,MAPIRIPAÅN,2021,5,146793,5897386,308,Jueves,2337
95,GUAVIARE,95200,MIRAFLORES,95200000,MIRAFLORES,2021,5,74794,2556378,18568,Jueves,184
97,VAUPES,97001,MITU,97001000,MITA,2021,5,1257930,37551511,267438,Miercoles,24
19,CAUCA,19418,LOPEZ MICAY,19418009,NOANAMITO LAPEZ,2021,5,4597,1396,40,Martes,452
47,MAGDALENA,47189,CIENAGA,47189018,PALMOR CIANAGA,2021,5,92113,332924,18163,Sabado,232
