ID DEPATAMENTO,DEPARTAMENTO,ID MUNICIPIO,MUNICIPIO,CODIGO_LOCALIDAD,LOCALIDAD,ANO SERVICIO,MES SERVICIO,ENERGIA ACTIVA,ENERGIA REACTIVA,POTENCIA MAXIMA,DEMANDA MAXIMA,PROMEDIO DIARIO EN HORAS
91,AMAZONAS,91001,LETICIA,91001000,LETICIA,2020,6,3235370,1055422,603004,Miercoles,24
50,META,50325,MAPIRIPAN,50325000,MAPIRIPAÅN,2020,6,129916,542817,27104,Martes,2347
95,GUAVIARE,95200,MIRAFLORES,95200000,MIRAFLORES,2020,6,74017,2583163,19008,Lunes,1845
97,VAUPES,97001,MITU,97001000,MITA,2020,6,1162170,35291123,256784,Miercoles,2354
44,LA GUAJIRA,44847,URIBIA,44847012,NAZARETH URIBIA,2020,6,26493,1200573,21288,Martes,533
47,MAGDALENA,47189,CIENAGA,47189018,PALMOR CIANAGA,2020,6,67761,2990677,12922,Jueves,2252
86,PUTUMAYO,86573,PUERTO LEGUIZAMO,86573009,PIAUAO NEGRO,2020,6,2615,13288,256,Sabado,457
88,ARCHIPIELAGO DE SAN ANDRES,88564,PROVIDENCIA,88564000,PROVIDENCIA,2020,6,933652,309808,158537,Lunes,24
18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,18753009,PUERTO BETANIA,2020,6,4664,194352,3896,Jueves,59
99,VICHADA,99001,PUERTO CARREAO,99001000,PUERTO CARRENO,2020,6,2093680,68459446,4004,Jueves,24
86,PUTUMAYO,86573,PUERTO LEGUIZAMO,86573000,PUERTO LEGUIZAMO,2020,6,838501,28622493,175718,Miercoles,2221
76,VALLE DEL CAUCA,76109,BUENAVENTURA,76109028,PUERTO MERIZALDE,2020,6,32761,1124024,25837,Viernes,453
91,AMAZONAS,91540,PUERTO NARIAO,91540000,PUERTO NARIO,2020,6,78493,2909711,17776,Martes,2354
19,CAUCA,19809,TIMBIQUI,19809023,PUERTO SAIJA,2020,6,27081,955332,16438,Lunes,635
18,CAQUETA,18150,CARTAGENA DEL CHAIRA,18150001,REMOLINO DEL CAGUAN,2020,6,13591,677792,7441,Sabado,747
88,ARCHIPIELAGO DE SAN ANDRES,88001,SAN ANDRES,88001000,ARCHIPIELAGO DE SAN ANDRES,2020,6,11390779,3232330,2065963,Lunes,24
76,VALLE DEL CAUCA,76109,BUENAVENTURA,76109032,SAN FRANCISCO DE NAYA,2020,6,5273,183482,2947,Lunes,79
19,CAUCA,19809,TIMBIQUI,19809007,SAN JOSE,2020,6,7795,471536,4572,Sabado,63
19,CAUCA,19809,TIMBIQUI,19809008,SANTA MARIA,2020,6,11476,426835,752,Viernes,618
97,VAUPES,97666,TARAIRA,97666000,TARAIRA,2020,6,26263,836198,11466,Viernes,945
91,AMAZONAS,91798,TARAPACA,91798000,TARAPACA,2020,6,21010,8908,8414,Miercoles,1015
5,ANTIOQUIA,5873,VIGIA DEL FUERTE,5873002,VEGAEZ VIGIA,2020,6,5923,72208,465,Jueves,635
19,CAUCA,19418,LOPEZ MICAY,19418019,ZARAGOZA LOPEZ,2020,6,7756,342681,4883,Domingo,659
94,GUAINIA,94343,BARRANCO MINAS,94343000,BARRANCO MINAS,2020,7,39122,1376847,16561,Martes,913
85,CASANARE,85430,TRINIDAD,85430001,BOCAS DEL PAUTO,2020,7,12341,718035,8819,Jueves,559
97,VAUPES,97161,CARURU,97161000,CARURA,2020,7,12288,351336,7242,Miercoles,88
99,VICHADA,99001,PUERTO CARREAO,99001002,CASUARITO,2020,7,21773,99004,1093,Miercoles,839
19,CAUCA,19809,TIMBIQUI,19809014,CHACAN,2020,7,3782,67711,2573,Lunes,542
19,CAUCA,19809,TIMBIQUI,19809010,COMUNIDAD DE CHETE,2020,7,5552,162923,4285,Viernes,522
19,CAUCA,19809,TIMBIQUI,19809003,COTEJE,2020,7,6571,386914,3288,Sabado,73
99,VICHADA,99773,CUMARIBO,99773000,CUMARIBO,2020,7,259183,11989706,52712,Jueves,2351
18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,18753002,GUACAMAYAS,2020,7,11366,480792,3756,Sabado,1754
94,GUAINIA,94001,INIRIDA,94001000,INARIDA,2020,7,1406621,47331482,26224,Miercoles,24
19,CAUCA,19418,LOPEZ MICAY,19418038,ISLA DE GALLO,2020,7,3077,105897,2317,Sabado,59
13,BOLIVAR,13001,CARTAGENA,13001007,ISLA FUERTE CARTAGENA,2020,7,13415,728446,12321,Viernes,429
13,BOLIVAR,13001,CARTAGENA,13001037,ISLA MACURA,2020,7,7576,326303,2376,Lunes,1319
99,VICHADA,99524,LA PRIMAVERA,99524000,LA PRIMAVERA,2020,7,316447,15900907,63627,Martes,2359
91,AMAZONAS,91001,LETICIA,91001000,LETICIA,2020,7,3502607,1148895,627219,Martes,24
50,META,50325,MAPIRIPAN,50325000,MAPIRIPAÅN,2020,7,133594,5666452,29084,Miercoles,2346
97,VAUPES,97001,MITU,97001000,MITA,2020,7,1183647,36234304,250294,Viernes,24
44,LA GUAJIRA,44847,URIBIA,44847012,NAZARETH URIBIA,2020,7,33784,1433168,24816,Miercoles,76
47,MAGDALENA,47189,CIENAGA,47189018,PALMOR CIANAGA,2020,7,67986,2760146,13318,Viernes,2155
86,PUTUMAYO,86573,PUERTO LEGUIZAMO,86573009,PIAUAO NEGRO,2020,7,2726,14536,224,Martes,55
88,ARCHIPIELAGO DE SAN ANDRES,88564,PROVIDENCIA,88564000,PROVIDENCIA,2020,7,989810,329264,159884,Martes,24
18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,18753009,PUERTO BETANIA,2020,7,4823,191165,4204,Sabado,51
99,VICHADA,99001,PUERTO CARREAO,99001000,PUERTO CARRENO,2020,7,2094037,69615172,391424,Jueves,24
86,PUTUMAYO,86573,PUERTO LEGUIZAMO,86573000,PUERTO LEGUIZAMO,2020,7,845329,29249143,171811,Miercoles,2354
76,VALLE DEL CAUCA,76109,BUENAVENTURA,76109028,PUERTO MERIZALDE,2020,7,44492,1902771,25379,Sabado,636
91,AMAZONAS,91540,PUERTO NARIAO,91540000,PUERTO NARIO,2020,7,92361,3498299,19008,Lunes,2356
19,CAUCA,19809,TIMBIQUI,19809023,PUERTO SAIJA,2020,7,17267,60078,15946,Viernes,45
18,CAQUETA,18150,CARTAGENA DEL CHAIRA,18150001,REMOLINO DEL CAGUAN,2020,7,15268,783445,7807,Sabado,81
88,ARCHIPIELAGO DE SAN ANDRES,88001,SAN ANDRES,88001000,ARCHIPIELAGO DE SAN ANDRES,2020,7,12057307,3425189,2032135,Viernes,24
5,ANTIOQUIA,5873,VIGIA DEL FUERTE,5873001,SAN ANTONIO DE PADUA,2020,7,4317,160663,3373,Sabado,53
76,VALLE DEL CAUCA,76109,BUENAVENTURA,76109032,SAN FRANCISCO DE NAYA,2020,7,5655,288186,3075,Lunes,737
19,CAUCA,19809,TIMBIQUI,19809007,SAN JOSE,2020,7,7591,451946,4577,Lunes,66
19,CAUCA,19809,TIMBIQUI,19809008,SANTA MARIA,2020,7,13196,490814,7654,Martes,79
99,VICHADA,99624,SANTA ROSALIA,99624000,SANTA ROSALIA,2020,7,114319,5760942,32736,Lunes,1549
97,VAUPES,97666,TARAIRA,97666000,TARAIRA,2020,7,26779,86266,11229,Martes,94
91,AMAZONAS,91798,TARAPACA,91798000,TARAPACA,2020,7,21229,926899,7965,Martes,1015
5,ANTIOQUIA,5873,VIGIA DEL FUERTE,5873002,VEGAEZ VIGIA,2020,7,5657,70748,4208,Domingo,625
5,ANTIOQUIA,5873,VIGIA DEL FUERTE,5873000,VIGAçA DEL FUERTE,2020,7,98335,3500209,27702,Jueves,1334
19,CAUCA,19418,LOPEZ MICAY,19418019,ZARAGOZA LOPEZ,2020,7,9159,400662,5325,Domingo,734
94,GUAINIA,94343,BARRANCO MINAS,94343000,BARRANCO MINAS,2020,8,37478,1333832,17592,Sabado,836
85,CASANARE,85430,TRINIDAD,85430001,BOCAS DEL PAUTO,2020,8,7889,44959,9523,Jueves,346
97,VAUPES,97161,CARURU,97161000,CARURA,2020,8,18904,566401,7489,Miercoles,1214
99,VICHADA,99001,PUERTO CARREAO,99001002,CASUARITO,2020,8,21540,813872,10754,Jueves,831
19,CAUCA,19809,TIMBIQUI,19809010,COMUNIDAD DE CHETE,2020,8,6453,187429,4342,Viernes,534
19,CAUCA,19809,TIMBIQUI,19809003,COTEJE,2020,8,6472,382819,3304,Domingo,724
99,VICHADA,99773,CUMARIBO,99773000,CUMARIBO,2020,8,264098,12170345,56232,Jueves,2339
18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,18753002,GUACAMAYAS,2020,8,11818,47816,3742,Sabado,1756
94,GUAINIA,94001,INIRIDA,94001000,INARIDA,2020,8,1412048,4764683,275704,Miercoles,24
19,CAUCA,19418,LOPEZ MICAY,19418038,ISLA DE GALLO,2020,8,2760,101285,2461,Domingo,434
13,BOLIVAR,13001,CARTAGENA,13001007,ISLA FUERTE CARTAGENA,2020,8,13446,740223,11532,Jueves,439
13,BOLIVAR,13001,CARTAGENA,13001037,ISLA MACURA,2020,8,7358,314592,2352,Martes,1248
99,VICHADA,99524,LA PRIMAVERA,99524000,LA PRIMAVERA,2020,8,334401,16376927,65619,Miercoles,2356
91,AMAZONAS,91001,LETICIA,91001000,LETICIA,2020,8,3540189,1160515,717697,Jueves,24
19,CAUCA,19318,GUAPI,19318008,LIMONES GUAPI,2020,8,7673,190063,6496,Sabado,444
50,META,50325,MAPIRIPAN,50325000,MAPIRIPAÅN,2020,8,136320,5866179,26972,Sabado,2342
97,VAUPES,97001,MITU,97001000,MITA,2020,8,1178527,36282344,258086,Jueves,2359
44,LA GUAJIRA,44847,URIBIA,44847012,NAZARETH URIBIA,2020,8,43263,2105664,25248,Lunes,101
19,CAUCA,19418,LOPEZ MICAY,19418009,NOANAMITO LAPEZ,2020,8,7421,2657,4800,Jueves,827
47,MAGDALENA,47189,CIENAGA,47189018,PALMOR CIANAGA,2020,8,71968,2513075,13696,Viernes,237
86,PUTUMAYO,86573,PUERTO LEGUIZAMO,86573009,PIAUAO NEGRO,2020,8,2963,16704,224,Domingo,517
88,ARCHIPIELAGO DE SAN ANDRES,88564,PROVIDENCIA,88564000,PROVIDENCIA,2020,8,995872,326604,161472,Lunes,24
18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,18753009,PUERTO BETANIA,2020,8,4832,191887,5056,Martes,512
99,VICHADA,99001,PUERTO CARREAO,99001000,PUERTO CARRENO,2020,8,2061499,68848296,399344,Jueves,24
86,PUTUMAYO,86573,PUERTO LEGUIZAMO,86573000,PUERTO LEGUIZAMO,2020,8,842324,28604825,169902,Miercoles,2353
76,VALLE DEL CAUCA,76109,BUENAVENTURA,76109028,PUERTO MERIZALDE,2020,8,52583,1994164,25238,Viernes,749
91,AMAZONAS,91540,PUERTO NARIAO,91540000,PUERTO NARIO,2020,8,98690,384769,20574,Domingo,2349
19,CAUCA,19809,TIMBIQUI,19809023,PUERTO SAIJA,2020,8,30048,100606,16579,Jueves,642
18,CAQUETA,18150,CARTAGENA DEL CHAIRA,18150001,REMOLINO DEL CAGUAN,2020,8,15847,799815,8123,Sabado,823
88,ARCHIPIELAGO DE SAN ANDRES,88001,SAN ANDRES,88001000,ARCHIPIELAGO DE SAN ANDRES,2020,8,11776848,3360582,1993187,Lunes,24
19,CAUCA,19418,LOPEZ MICAY,19418012,SAN ANTONIO DE CHUARE,2020,8,9538,29384,5386,Lunes,732
19,CAUCA,19318,GUAPI,19318013,SAN ANTONIO DE GUAJUI,2020,8,6968,43556,6008,Martes,422
5,ANTIOQUIA,5873,VIGIA DEL FUERTE,5873001,SAN ANTONIO DE PADUA,2020,8,3999,14559,3251,Jueves,454
76,VALLE DEL CAUCA,76109,BUENAVENTURA,76109032,SAN FRANCISCO DE NAYA,2020,8,6476,528497,3136,Sabado,811
19,CAUCA,19809,TIMBIQUI,19809007,SAN JOSE,2020,8,8643,667438,4812,Domingo,655
19,CAUCA,19809,TIMBIQUI,19809008,SANTA MARIA,2020,8,14731,565616,7366,Sabado,82
19,CAUCA,19809,TIMBIQUI,19809009,SANTA ROSA DE SAIJA,2020,8,0,0,0,Lunes,0
99,VICHADA,99624,SANTA ROSALIA,99624000,SANTA ROSALIA,2020,8,119355,6125372,32467,Jueves,1624
97,VAUPES,97666,TARAIRA,97666000,TARAIRA,2020,8,26801,881659,11924,Viernes,952
91,AMAZONAS,91798,TARAPACA,91798000,TARAPACA,2020,8,21748,935209,8281,Lunes,1015
5,ANTIOQUIA,5873,VIGIA DEL FUERTE,5873002,VEGAEZ VIGIA,2020,8,2993,50338,3942,Lunes,444
5,ANTIOQUIA,5873,VIGIA DEL FUERTE,5873000,VIGAçA DEL FUERTE,2020,8,92842,2319442,27738,Martes,1239
19,CAUCA,19418,LOPEZ MICAY,19418019,ZARAGOZA LOPEZ,2020,8,9409,416355,5386,Sabado,736
94,GUAINIA,94343,BARRANCO MINAS,94343000,BARRANCO MINAS,2020,9,39983,1398189,17609,Lunes,917
85,CASANARE,85430,TRINIDAD,85430001,BOCAS DEL PAUTO,2020,9,11065,607544,9523,Sabado,516
97,VAUPES,97161,CARURU,97161000,CARURA,2020,9,16853,440156,7181,Sabado,115
99,VICHADA,99001,PUERTO CARREAO,99001002,CASUARITO,2020,9,21534,806718,10366,Viernes,849
19,CAUCA,19809,TIMBIQUI,19809010,COMUNIDAD DE CHETE,2020,9,6256,185445,4285,Sabado,553
19,CAUCA,19809,TIMBIQUI,19809003,COTEJE,2020,9,7097,412571,3432,Sabado,821
99,VICHADA,99773,CUMARIBO,99773000,CUMARIBO,2020,9,281345,12568149,58916,Martes,2357
18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,18753002,GUACAMAYAS,2020,9,11538,472127,3634,Viernes,182
94,GUAINIA,94001,INIRIDA,94001000,INARIDA,2020,9,1457995,4768885,288112,Martes,24
19,CAUCA,19418,LOPEZ MICAY,19418038,ISLA DE GALLO,2020,9,2702,9027,2483,Sabado,431
13,BOLIVAR,13001,CARTAGENA,13001007,ISLA FUERTE CARTAGENA,2020,9,14954,836467,12912,Domingo,513
13,BOLIVAR,13001,CARTAGENA,13001037,ISLA MACURA,2020,9,6292,250198,216,Viernes,1229
99,VICHADA,99524,LA PRIMAVERA,99524000,LA PRIMAVERA,2020,9,329378,15732053,65833,Lunes,2355
91,AMAZONAS,91001,LETICIA,91001000,LETICIA,2020,9,3731825,1199410,734907,Lunes,24
19,CAUCA,19318,GUAPI,19318008,LIMONES GUAPI,2020,9,8620,231599,6668,Sabado,59
50,META,50325,MAPIRIPAN,50325000,MAPIRIPAÅN,2020,9,137773,5898376,28864,Lunes,2341
97,VAUPES,97001,MITU,97001000,MITA,2020,9,1210636,3686326,261901,Viernes,24
44,LA GUAJIRA,44847,URIBIA,44847012,NAZARETH URIBIA,2020,9,36631,1845525,20544,Martes,858
19,CAUCA,19418,LOPEZ MICAY,19418009,NOANAMITO LAPEZ,2020,9,7165,2753,44,Lunes,827
47,MAGDALENA,47189,CIENAGA,47189018,PALMOR CIANAGA,2020,9,69113,2339931,13523,Martes,2214
86,PUTUMAYO,86573,PUERTO LEGUIZAMO,86573009,PIAUAO NEGRO,2020,9,3217,18624,256,Sabado,542
88,ARCHIPIELAGO DE SAN ANDRES,88564,PROVIDENCIA,88564000,PROVIDENCIA,2020,9,995867,326403,166166,Miercoles,24
18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,18753009,PUERTO BETANIA,2020,9,5108,196171,416,Sabado,539
99,VICHADA,99001,PUERTO CARREAO,99001000,PUERTO CARRENO,2020,9,2085157,67741982,4026,Lunes,24
86,PUTUMAYO,86573,PUERTO LEGUIZAMO,86573000,PUERTO LEGUIZAMO,2020,9,854209,29667044,198088,Miercoles,232
76,VALLE DEL CAUCA,76109,BUENAVENTURA,76109028,PUERTO MERIZALDE,2020,9,51724,1836767,25731,Martes,748
91,AMAZONAS,91540,PUERTO NARIAO,91540000,PUERTO NARIO,2020,9,100247,3823345,2112,Jueves,2359
19,CAUCA,19809,TIMBIQUI,19809023,PUERTO SAIJA,2020,9,30537,1041682,16562,Martes,714
18,CAQUETA,18150,CARTAGENA DEL CHAIRA,18150001,REMOLINO DEL CAGUAN,2020,9,15711,784979,8613,Sabado,814
88,ARCHIPIELAGO DE SAN ANDRES,88001,SAN ANDRES,88001000,ARCHIPIELAGO DE SAN ANDRES,2020,9,11930242,3357883,215319,Martes,24
19,CAUCA,19418,LOPEZ MICAY,19418012,SAN ANTONIO DE CHUARE,2020,9,9249,29476,559,Lunes,721
19,CAUCA,19318,GUAPI,19318013,SAN ANTONIO DE GUAJUI,2020,9,7557,256975,603,Viernes,457
5,ANTIOQUIA,5873,VIGIA DEL FUERTE,5873001,SAN ANTONIO DE PADUA,2020,9,3516,130338,3091,Lunes,436
76,VALLE DEL CAUCA,76109,BUENAVENTURA,76109032,SAN FRANCISCO DE NAYA,2020,9,5809,215634,2806,Domingo,819
19,CAUCA,19809,TIMBIQUI,19809007,SAN JOSE,2020,9,9095,552164,439,Sabado,828
19,CAUCA,19809,TIMBIQUI,19809008,SANTA MARIA,2020,9,16093,627546,7098,Martes,92
19,CAUCA,19809,TIMBIQUI,19809009,SANTA ROSA DE SAIJA,2020,9,245,8395,27,Sabado,28
99,VICHADA,99624,SANTA ROSALIA,99624000,SANTA ROSALIA,2020,9,110554,5415126,36619,Viernes,1451
97,VAUPES,97666,TARAIRA,97666000,TARAIRA,2020,9,17890,578829,11634,Martes,638
91,AMAZONAS,91798,TARAPACA,91798000,TARAPACA,2020,9,22846,972398,8746,Viernes,1018
5,ANTIOQUIA,5873,VIGIA DEL FUERTE,5873002,VEGAEZ VIGIA,2020,9,5574,81401,4042,Martes,727
5,ANTIOQUIA,5873,VIGIA DEL FUERTE,5873000,VIGAçA DEL FUERTE,2020,9,97855,2344487,27034,Lunes,1344
19,CAUCA,19418,LOPEZ MICAY,19418019,ZARAGOZA LOPEZ,2020,9,10259,486721,5286,Sabado,98
94,GUAINIA,94343,BARRANCO MINAS,94343000,BARRANCO MINAS,2020,10,39073,1336658,18091,Lunes,912
19,CAUCA,19418,LOPEZ MICAY,19418024,BETANIA NAYA LAPEZ,2020,10,6932,2127,3104,Jueves,953
85,CASANARE,85430,TRINIDAD,85430001,BOCAS DEL PAUTO,2020,10,13318,751274,8992,Jueves,621
97,VAUPES,97161,CARURU,97161000,CARURA,2020,10,15372,365774,6723,Jueves,1031
99,VICHADA,99001,PUERTO CARREAO,99001002,CASUARITO,2020,10,22272,823834,1093,Jueves,843
19,CAUCA,19809,TIMBIQUI,19809014,CHACAN,2020,10,1752,31499,279,Viernes,24
19,CAUCA,19809,TIMBIQUI,19809010,COMUNIDAD DE CHETE,2020,10,4843,141545,4218,Martes,428
19,CAUCA,19809,TIMBIQUI,19809003,COTEJE,2020,10,6085,344928,3392,Sabado,645
99,VICHADA,99773,CUMARIBO,99773000,CUMARIBO,2020,10,301392,13122032,62568,Lunes,2359
19,CAUCA,19418,LOPEZ MICAY,19418011,DOS QUEBRADAS,2020,10,6622,228227,3648,Sabado,717
18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,18753002,GUACAMAYAS,2020,10,12018,496205,3718,Sabado,1751
94,GUAINIA,94001,INIRIDA,94001000,INARIDA,2020,10,1561138,51062198,299024,Viernes,24
19,CAUCA,19418,LOPEZ MICAY,19418038,ISLA DE GALLO,2020,10,2940,96354,2512,Sabado,437
13,BOLIVAR,13001,CARTAGENA,13001007,ISLA FUERTE CARTAGENA,2020,10,15351,850846,11881,Viernes,512
99,VICHADA,99524,LA PRIMAVERA,99524000,LA PRIMAVERA,2020,10,344188,1620024,68531,Viernes,2353
19,CAUCA,19318,GUAPI,19318008,LIMONES GUAPI,2020,10,7396,20672,6662,Domingo,422
50,META,50325,MAPIRIPAN,50325000,MAPIRIPAÅN,2020,10,144999,6167436,29656,Viernes,2345
95,GUAVIARE,95200,MIRAFLORES,95200000,MIRAFLORES,2020,10,79345,2906805,19052,Lunes,191
97,VAUPES,97001,MITU,97001000,MITA,2020,10,1262978,38182034,268534,Jueves,24
44,LA GUAJIRA,44847,URIBIA,44847012,NAZARETH URIBIA,2020,10,29547,1356454,19104,Viernes,73
19,CAUCA,19418,LOPEZ MICAY,19418009,NOANAMITO LAPEZ,2020,10,6812,2533,3600,Lunes,834
47,MAGDALENA,47189,CIENAGA,47189018,PALMOR CIANAGA,2020,10,69954,2440774,13734,Miercoles,2132
86,PUTUMAYO,86573,PUERTO LEGUIZAMO,86573009,PIAUAO NEGRO,2020,10,3811,21576,288,Sabado,68
18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,18753009,PUERTO BETANIA,2020,10,5015,187289,412,Domingo,518
99,VICHADA,99001,PUERTO CARREAO,99001000,PUERTO CARRENO,2020,10,2288356,73574952,437272,Viernes,24
76,VALLE DEL CAUCA,76109,BUENAVENTURA,76109028,PUERTO MERIZALDE,2020,10,46035,1641609,26858,Martes,638
91,AMAZONAS,91540,PUERTO NARIAO,91540000,PUERTO NARIO,2020,10,100853,377894,21314,Jueves,2359
19,CAUCA,19809,TIMBIQUI,19809023,PUERTO SAIJA,2020,10,30969,1051345,16667,Miercoles,77
18,CAQUETA,18150,CARTAGENA DEL CHAIRA,18150001,REMOLINO DEL CAGUAN,2020,10,15819,767968,8671,Sabado,87
19,CAUCA,19418,LOPEZ MICAY,19418012,SAN ANTONIO DE CHUARE,2020,10,9374,305082,5478,Jueves,723
19,CAUCA,19318,GUAPI,19318013,SAN ANTONIO DE GUAJUI,2020,10,9006,1820,6058,Sabado,546
5,ANTIOQUIA,5873,VIGIA DEL FUERTE,5873001,SAN ANTONIO DE PADUA,2020,10,3822,141228,3296,Martes,444
76,VALLE DEL CAUCA,76109,BUENAVENTURA,76109032,SAN FRANCISCO DE NAYA,2020,10,6099,226006,295,Martes,749
19,CAUCA,19809,TIMBIQUI,19809007,SAN JOSE,2020,10,9190,546076,4531,Miercoles,757
19,CAUCA,19809,TIMBIQUI,19809008,SANTA MARIA,2020,10,17565,688464,7776,Martes,939
99,VICHADA,99624,SANTA ROSALIA,99624000,SANTA ROSALIA,2020,10,127636,6304801,3492,Jueves,1616
97,VAUPES,97666,TARAIRA,97666000,TARAIRA,2020,10,29164,916212,11704,Jueves,1015
91,AMAZONAS,91798,TARAPACA,91798000,TARAPACA,2020,10,23135,993158,8979,Viernes,1017
5,ANTIOQUIA,5873,VIGIA DEL FUERTE,5873002,VEGAEZ VIGIA,2020,10,5788,74641,3501,Viernes,77
5,ANTIOQUIA,5873,VIGIA DEL FUERTE,5873000,VIGAçA DEL FUERTE,2020,10,81968,2001498,28829,Lunes,1046
19,CAUCA,19418,LOPEZ MICAY,19418019,ZARAGOZA LOPEZ,2020,10,12012,556215,6122,Sabado,949
94,GUAINIA,94343,BARRANCO MINAS,94343000,BARRANCO MINAS,2020,11,46450,1621187,1854,Jueves,1038
19,CAUCA,19418,LOPEZ MICAY,19418024,BETANIA NAYA LAPEZ,2020,11,6796,205441,3328,Jueves,1018
85,CASANARE,85430,TRINIDAD,85430001,BOCAS DEL PAUTO,2020,11,12953,760435,8794,Lunes,637
97,VAUPES,97161,CARURU,97161000,CARURA,2020,11,18190,470428,6723,Jueves,1235
99,VICHADA,99001,PUERTO CARREAO,99001002,CASUARITO,2020,11,22119,84073,10701,Martes,857
19,CAUCA,19809,TIMBIQUI,19809014,CHACAN,2020,11,4040,88754,2782,Jueves,553
19,CAUCA,19809,TIMBIQUI,19809010,COMUNIDAD DE CHETE,2020,11,6772,215678,409,Sabado,639
19,CAUCA,19809,TIMBIQUI,19809003,COTEJE,2020,11,6842,391292,338,Sabado,8
99,VICHADA,99773,CUMARIBO,99773000,CUMARIBO,2020,11,294589,1259335,62744,Lunes,2359
19,CAUCA,19418,LOPEZ MICAY,19418011,DOS QUEBRADAS,2020,11,6485,219864,3642,Jueves,73
18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,18753002,GUACAMAYAS,2020,11,10900,455203,3468,Sabado,1648
94,GUAINIA,94001,INIRIDA,94001000,INARIDA,2020,11,1548928,50447562,304568,Jueves,24
19,CAUCA,19418,LOPEZ MICAY,19418038,ISLA DE GALLO,2020,11,2926,97303,2595,Jueves,433
13,BOLIVAR,13001,CARTAGENA,13001007,ISLA FUERTE CARTAGENA,2020,11,15058,794772,12039,Martes,512
91,AMAZONAS,91001,LETICIA,91001000,LETICIA,2020,11,2925,0,1994,Sabado,552
19,CAUCA,19318,GUAPI,19318008,LIMONES GUAPI,2020,11,10569,246007,7189,Lunes,78
50,META,50325,MAPIRIPAN,50325000,MAPIRIPAÅN,2020,11,147423,6179096,31636,Sabado,2349
95,GUAVIARE,95200,MIRAFLORES,95200000,MIRAFLORES,2020,11,80296,2832093,19492,Lunes,196
97,VAUPES,97001,MITU,97001000,MITA,2020,11,1147959,35087889,266124,Jueves,2223
44,LA GUAJIRA,44847,URIBIA,44847012,NAZARETH URIBIA,2020,11,24430,1095094,19992,Lunes,632
19,CAUCA,19418,LOPEZ MICAY,19418009,NOANAMITO LAPEZ,2020,11,6193,2268,3600,Lunes,827
47,MAGDALENA,47189,CIENAGA,47189018,PALMOR CIANAGA,2020,11,63620,2253739,13331,Lunes,1938
86,PUTUMAYO,86573,PUERTO LEGUIZAMO,86573009,PIAUAO NEGRO,2020,11,3718,20672,256,Domingo,638
18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,18753009,PUERTO BETANIA,2020,11,5511,202294,4132,Sabado,66
99,VICHADA,99001,PUERTO CARREAO,99001000,PUERTO CARRENO,2020,11,1693639,59208842,419144,Martes,2348
76,VALLE DEL CAUCA,76109,BUENAVENTURA,76109028,PUERTO MERIZALDE,2020,11,45020,1491934,27333,Jueves,639
91,AMAZONAS,91540,PUERTO NARIAO,91540000,PUERTO NARIO,2020,11,97464,3636552,21894,Miercoles,2356
19,CAUCA,19809,TIMBIQUI,19809023,PUERTO SAIJA,2020,11,11866,408549,17019,Domingo,251
18,CAQUETA,18150,CARTAGENA DEL CHAIRA,18150001,REMOLINO DEL CAGUAN,2020,11,15853,756308,8355,Sabado,826
19,CAUCA,19418,LOPEZ MICAY,19418012,SAN ANTONIO DE CHUARE,2020,11,9302,298716,5405,Domingo,736
19,CAUCA,19318,GUAPI,19318013,SAN ANTONIO DE GUAJUI,2020,11,11806,3166,5759,Sabado,825
5,ANTIOQUIA,5873,VIGIA DEL FUERTE,5873001,SAN ANTONIO DE PADUA,2020,11,3412,13703,3142,Sabado,442
76,VALLE DEL CAUCA,76109,BUENAVENTURA,76109032,SAN FRANCISCO DE NAYA,2020,11,6129,225622,3021,Jueves,8
19,CAUCA,19809,TIMBIQUI,19809007,SAN JOSE,2020,11,6790,39081,4447,Martes,556
19,CAUCA,19809,TIMBIQUI,19809008,SANTA MARIA,2020,11,16222,64528,7494,Sabado,924
99,VICHADA,99624,SANTA ROSALIA,99624000,SANTA ROSALIA,2020,11,125334,612193,3457,Jueves,1638
97,VAUPES,97666,TARAIRA,97666000,TARAIRA,2020,11,28749,926882,12021,Miercoles,1015
91,AMAZONAS,91798,TARAPACA,91798000,TARAPACA,2020,11,22082,939757,8913,Martes,1017
5,ANTIOQUIA,5873,VIGIA DEL FUERTE,5873002,VEGAEZ VIGIA,2020,11,5709,78934,4675,Martes,743
5,ANTIOQUIA,5873,VIGIA DEL FUERTE,5873000,VIGAçA DEL FUERTE,2020,11,107921,3816032,29462,Sabado,1351
19,CAUCA,19418,LOPEZ MICAY,19418019,ZARAGOZA LOPEZ,2020,11,10859,511024,5446,Domingo,921
94,GUAINIA,94343,BARRANCO MINAS,94343000,BARRANCO MINAS,2020,12,46649,165966,17792,Miercoles,1041
